02/19/1974,42,Sea Fever,https://www.cbsrmt.com/episode/42-sea-fever.html,A fearsome captain of the seas inflicts the ultimate punishment for people who even dare to look at his wife. But some people can't contain their passions for her.,,
02/21/1974,43,The Walls of Jericho,https://www.cbsrmt.com/episode/43-the-walls-of-jericho.html,A modest attender at a men's club discovers his extraordinary gift of bringing characters to life from his imagination - literally. But they do exhibit a tendency of being out of control.,,
02/22/1974,44,The Horla,https://www.cbsrmt.com/episode/44-the-horla.html,Maupassant's classic story about a man obsessed and terrorized by a presence that engulfs him. He is also convinced of a dreadful evil concealed in a ship anchored at the harbour.,,
02/24/1974,45,The Horse That Wasn't for Sale,https://www.cbsrmt.com/episode/45-the-horse-that-wasn-t-for-sale.html,"Hereditary equestrian passion notwithstanding, a woman has to put up her horses for sale after her father's death. All except one that is fabled to be the best to the dismay of her dad's rivals.",,
02/26/1974,46,The Edge of Death,https://www.cbsrmt.com/episode/46-the-edge-of-death.html,A farmer can't do anything but watch helplessly as his wife is slowly consumes by an undefined illness. One day he finds a strange case and an even stranger person without a mouth seeking it desperately. He becomes convinced that the case contains a miracle remedy that can save his wife.,,
02/28/1974,47,A Choice of Witnesses,https://www.cbsrmt.com/episode/47-a-choice-of-witnesses.html,The tables are turned on a seasoned blackmailer as his past victims team up to create a deadly plan to ensnare him.,,
03/02/1974,48,Out of Sight,https://www.cbsrmt.com/episode/48-out-of-sight.html,"A superstitious astronaut believes their space flight to be cursed due to her very presence. What's more, they are being tortured by invisible aliens!",,
03/03/1974,49,Prognosis Negative,https://www.cbsrmt.com/episode/49-prognosis-negative.html,A mentally disturbed soldier is recruited by a fake medium to take her game to the next level. The military conducts a desperate search for the missing psychopath. She might not have bargained for what she had let herself into.,,
03/04/1974,50,This Will Kill You,https://www.cbsrmt.com/episode/50-this-will-kill-you.html,Negative reviews can get you into trouble - especially if the book under review is written by a demon-worshipper! A journalist finds this out to his own cost as the inflamed writer puts a death curse on him. He can only be rid of the curse if he passes it on to another.,,
03/05/1974,51,A Long Time to Die,https://www.cbsrmt.com/episode/51-a-long-time-to-die.html,"The grass is never greener on the other side and swapping lives is a dangerous practice. Unfortunately, a criminologist and an American Indian discover this too late as their swapped circumstances threaten to engulf them. One needs to depose before a tribal council and the other must do it in front of the Congress.",,
03/06/1974,52,The Sending,https://www.cbsrmt.com/episode/52-the-sending.html,Innocent co-eds at a college get their souls sold to the demon by their professor. Black magic is afoot as the professor barters their souls to extend his wife's life.,,
03/07/1974,53,The Creature from the Swamp,https://www.cbsrmt.com/episode/53-the-creature-from-the-swamp.html,A man lets himself into more trouble than bargained for when he rescues a woman from a swamp and she is apparently pursued by a swamp creature.,,
03/11/1974,54,The Thing in the Cave,https://www.cbsrmt.com/episode/54-the-thing-in-the-cave.html,Every uncharted cavern has its own pasts and mysterious. Two couples get trapped in one with an infamous inhabitant.,,
03/12/1974,55,A Sacrifice in Blood,https://www.cbsrmt.com/episode/55-a-sacrifice-in-blood.html,"An archaeologist might come to regret their decision when they adopt a boy found in an ancient, infamous Aztec place of worship.",,
03/13/1974,56,A Little Night Murder,https://www.cbsrmt.com/episode/56-a-little-night-murder.html,All promises should not be kept. A serial killer stalks town women to fulfill his childhood promise to kill them.,,
03/14/1974,57,The Fall of the House of Usher,https://www.cbsrmt.com/episode/57-the-fall-of-the-house-of-usher.html,"The evergreen horror tale by Edgar Allan Poe tells the story of a heir driven insane by the ancient house of Usher, which he believes to be sentient. The ultimate macabre phantasmagoria winds with him burying his cataleptic sister alive.",,
03/18/1974,58,Sea of Troubles,https://www.cbsrmt.com/episode/58-sea-of-troubles.html,A trans-Atlantic voyage on a ship is also the scene of a murder conspiracy where a man enlists the help of his brother to kill his wife for her wealth.,,
03/19/1974,59,Frankenstein Revisited,https://www.cbsrmt.com/episode/59-frankenstein-revisited.html,The 400th anniversary coverage of Baron Von Frankenstein might just be a bad idea for a news item. Especially since the good doctor and his creation are eager to attend.,,
03/20/1974,60,The Ghost at the Gate,https://www.cbsrmt.com/episode/60-the-ghost-at-the-gate.html,"A ghostly, two-timing tale of romance where a man continues his affair with his wife and his mistress - even beyond death.",,
03/21/1974,61,Ordeal by Fire,https://www.cbsrmt.com/episode/61-ordeal-by-fire.html,A millionaire and his daughter are subjected to third degree burns when they refuse to pay a million dollars to a man with a mysterious control over elemental fire. The daughter asks her beau to aid her father who has become paranoid about security and changed their home to a fortress.,,
03/25/1974,62,The Diary of a Madman,https://www.cbsrmt.com/episode/62-the-diary-of-a-madman.html,This namesake of the famous Nikolai Gogol story deals with the confession of a magistrate to multiple arbitrary homicides.,,
03/26/1974,63,Death by Whose Hands,https://www.cbsrmt.com/episode/63-death-by-whose-hands.html,"Set nearly a hundred years back, this story is about a prosthetic surgeon's transplant of the hand of a prodigious musician to his competitor with disastrous repercussions.",,
03/27/1974,64,It's Simply Murder,https://www.cbsrmt.com/episode/64-it-s-simply-murder.html,"A hen-pecked wimp fantasizes about running away from his despotic wife. Unwittingly, one weekend he gets wound up in a plot to murder her, participate in a bank robbery and get away with a woman he falls for.",,
03/28/1974,65,The Unearthly Gift,https://www.cbsrmt.com/episode/65-the-unearthly-gift.html,"A modest lumberjack camp cook has the gift of clairvoyance, but her visions don't always predict nice things. After a particularly nasty vision involving a newcomer at the camp, she decides to interfere with fate to forestall a death.",,
04/01/1974,66,The Black Cat,https://www.cbsrmt.com/episode/66-the-black-cat.html,A hasty marriage for wealth is rued by a man who finds both his wife and her cat repulsive. He is slowly convinced by the cat that he will kill his wife.,,
04/02/1974,67,The Pharoah's Curse,https://www.cbsrmt.com/episode/67-the-pharoah-s-curse.html,A treasure hunt in an Egyptian tomb becomes a nightmare as an archaeologist and a singer become the victim of an ancient curse.,,
04/03/1974,68,Die! You're on Magic Camera,https://www.cbsrmt.com/episode/68-die-you-re-on-magic-camera.html,A young photographer discovers a strange camera that can photograph incidents yet to happen. But he is persuaded by its creators. And the people whose futures have already been predicted by the camera.,,
04/04/1974,69,The Thing Inside,https://www.cbsrmt.com/episode/69-the-thing-inside.html,A couple buy a curious paper weight made from glass in a curio store. The artist husband soon gets obsessed with it and the wife suspects his involvement in the death of an avaricious developer. She also thinks he is being controlled by an evil spirit.,,
04/08/1974,70,The Locked Room,https://www.cbsrmt.com/episode/70-the-locked-room.html,The bride's mother plays villain in the life of a newly wed couple. She is convinced the boy has married her not-too-beautiful daughter simply for her wealth and plans a nasty surprise for him.,,
04/09/1974,71,The Murder Museum,https://www.cbsrmt.com/episode/71-the-murder-museum.html,A wax museum made especially for infamous criminals is an eerie concept. Things become creepy when it becomes the place for the re-enactment of a past murder as an exhibit protests his inclusion in the museum.,,
04/10/1974,72,Out of Focus,https://www.cbsrmt.com/episode/72-out-of-focus.html,"An advertising professional makes futile attempts to take the pictures of a beautiful model as all her photos turn out blank. In the process, he falls hopelessly in love with her until her real nature is revealed.",,
04/11/1974,73,Strange Company,https://www.cbsrmt.com/episode/73-strange-company.html,A wealthy aged woman is terrorized by invisible visitors. Her hard-hearted nephew and his wife can't care less and slowly decide to take advantage of her apparent hallucinations to steal from her.,,
04/15/1974,74,Only the Dead Remember,https://www.cbsrmt.com/episode/74-only-the-dead-remember.html,Two decades is a small time for Korean war veterans as they come together to plot the murder of a fellow prisoner of war who foiled their escape attempt from a POW camp.,,
04/16/1974,75,Men Without Mouths,https://www.cbsrmt.com/episode/75-men-without-mouths.html,"A gangster adopts the daughter of a dead comrade and sees her off faithfully until her happy marriage. With approaching old age however, he is tormented with visions of men without mouths despite the sincere aid from his sworn daughter.",,
04/17/1974,76,The Horror Within,https://www.cbsrmt.com/episode/76-the-horror-within.html,"A young man turns religious after the death of his beloved and seeks the power to forestall pain and suffering in the future. As time heals his grief, his desire to wield his powers grow aided by a swaying faith.",,
04/18/1974,77,A Portrait of Death,https://www.cbsrmt.com/episode/77-a-portrait-of-death.html,A man suddenly achieves the power to become a great painter. But all his subjects seem to meet their ends quite as suddenly. His step brother starts to worry as the man plans to paint his wife in his next session.,,
04/22/1974,78,The Wishing Stone,https://www.cbsrmt.com/episode/78-the-wishing-stone.html,A young girl believes an angel gave her a wishing stone. But her wishes don't turn out quite the way she intended.,,
04/23/1974,79,The Ghost Driver,https://www.cbsrmt.com/episode/79-the-ghost-driver.html,A driver killed the proprietors of a country inn. Now his ghost is after the present proprietors along with the residents of the inn.,,
04/24/1974,80,The Hand,https://www.cbsrmt.com/episode/80-the-hand.html,A postal surprise in the form of a human hand leaves a man convinced of its apocalyptic portents.,,
04/25/1974,81,Sunset to Sunrise,https://www.cbsrmt.com/episode/81-sunset-to-sunrise.html,A daughter remembers how her mother turned into a vampire.,,
04/29/1974,82,All Living Things Must Die,https://www.cbsrmt.com/episode/82-all-living-things-must-die.html,A lonely woman is left with just the houseplants for her company under the rules of her tyrannic husband. But he goes too far in trying to take even the plants away from her and the vegetation isn't willing to comply.,,
04/30/1974,83,The Venus d'Ile,https://www.cbsrmt.com/episode/83-the-venus-d-ile.html,"Venus has always been a tricky, tempestuous goddess for those who are aware of mythology. An unlucky gambler consents to a marriage for wealth and carelessly places the wedding ring on a Venus statuette. The situation turns tricky when the goddess comes to life and asks for his heart or his life.",,
05/01/1974,84,The Death Bell,https://www.cbsrmt.com/episode/84-the-death-bell.html,Family genealogy research gets a man into trouble with the IRA who believe he is from the police.,,
05/02/1974,85,Dracula,https://www.cbsrmt.com/episode/85-dracula.html,The classic Bram Stoker tale retold. A young girl is progressively being drained of her life-force and must stake the responsible vampire to save herself.,,
05/06/1974,86,Murder with Malice,https://www.cbsrmt.com/episode/86-murder-with-malice.html,An attempted patricide by the son who tries to hypnotize his sister to carry out the actual deed.,,
05/07/1974,87,The Suicide Club,https://www.cbsrmt.com/episode/87-the-suicide-club.html,"Russian roulette, anyone? A high stake gambler finds the game getting the better of him as his new club demands him to murder someone, or choose suicide.",,
05/08/1974,88,The Breaking Point,https://www.cbsrmt.com/episode/88-the-breaking-point.html,A thought projection experiment takes a deadly turn as a scientist takes an extreme step and subjects his wife's subconscious to the process to persuade her to kill him!,,
05/09/1974,89,A Tiny Drop of Poison,https://www.cbsrmt.com/episode/89-a-tiny-drop-of-poison.html,A charming politician hides her dark part as a hippie radical and a murderer. But her game seems up as her husband is allocated the responsibility of cracking the case.,,
05/13/1974,90,The Lodger,https://www.cbsrmt.com/episode/90-the-lodger.html,A boarding lodge matron lives in fear due to a series of cruel killings of women in the neighbourhood and a new lodger who she thinks is responsible.,,
05/14/1974,91,Voices of Death,https://www.cbsrmt.com/episode/91-voices-of-death.html,The apparition of a dead producer Peter Truro returns to haunt the actor Jason Phillips through his television set. The ghost repeatedly asks him to murder his wife Claire. The irate Jason is forced to consult a medium and a psychiatrist but soon gives way to believing the apparition. He must utilize all his resources to save Claire every time Truro aggressively frames the circumstances.,,
05/15/1974,92,The Forever Man,https://www.cbsrmt.com/episode/92-the-forever-man.html,"A luckless man is offered every material comfort in the world through free cars, houses and monetary wealth by a millionaire. The latter only wants to swap their souls in exchange so he can regain his youth.",,
05/16/1974,93,The Trouble with Ruth,https://www.cbsrmt.com/episode/93-the-trouble-with-ruth.html,"Despite her best attempts, a kleptomaniac falls back into her old ways and is found out by some thieves. They blackmail her to rob a diamond pin or they will reveal her true nature to her husband.",,
05/20/1974,94,The Crack in the Wall,https://www.cbsrmt.com/episode/94-the-crack-in-the-wall.html,"A house fire claims the life of the young daughter of the house. Her bereft parents move to a new apartment but cannot seem to repair a hole in their basement wall. Gradually, cries of a voice that seems startlingly like their daughter's begins to flow through the hole.",,
05/21/1974,95,The Longest Knife,https://www.cbsrmt.com/episode/95-the-longest-knife.html,A mother makes a promise to avenge her son who has been murdered by a third world dictator.,,
05/23/1974,96,The Bleeding Statue,https://www.cbsrmt.com/episode/96-the-bleeding-statue.html,"A magician disappoints his heirs by leaving his properties with his daughter and also promises to safeguard her against all harm through a statue in his estate courtyard. On her arrival in the estate, she finds his promise true to his word.",,
05/27/1974,97,Mirror for Murder,https://www.cbsrmt.com/episode/97-mirror-for-murder.html,A bored wife is tired of her menagerie chores and her husband's job priorities. She starts to believe her mirror reflection and plans to reclaim her self.,,
05/29/1974,98,The Phantom Lullaby,https://www.cbsrmt.com/episode/98-the-phantom-lullaby.html,The caring parents of a young woman rent her a luxurious house to recuperate from a bitter affair and an abortion. But trouble seems to shadow her footsteps as a resident spirit in the apartment haunts her.,,
05/30/1974,99,Dressed to Kill,https://www.cbsrmt.com/episode/99-dressed-to-kill.html,An unemployed actor plans a bizarre drama of enacting his own death and consequently impersonating his wife to claim the insurance money.,,
06/03/1974,100,To Kill with Confidence,https://www.cbsrmt.com/episode/100-to-kill-with-confidence.html,"While traveling across the country, a couple of newlyweds are forced to stop at a nearby town due to engine trouble. The wife makes a quick visit to the local stores to grab lunch and comes back to find that both her husband and the repair shop have mysteriously vanished.",,
06/04/1974,101,An Occurrence at Owl Creek Bridge,https://www.cbsrmt.com/episode/101-an-occurrence-at-owl-creek-bridge.html,"To escape an appointment with the gallows at Owl Creek Bridge, a confederate spy embarks on a dangerous journey through hostile territory in order to reach Dixie.",,
06/06/1974,102,Deadly Darling Dolores,https://www.cbsrmt.com/episode/102-deadly-darling-dolores.html,A conspiracy to destroy all animal life on the planet is exposed by a scientist.,,
06/10/1974,103,A Bargain in Blood,https://www.cbsrmt.com/episode/103-a-bargain-in-blood.html,"When a strange turn of events allows a young man to switch illnesses with the diseased, a young man uses his gift to win the approval of his sweetheart's father.",,
06/12/1974,104,The Rat,https://www.cbsrmt.com/episode/104-the-rat.html,"Enraged by the faithlessness of his wife, a genius scientist creates a highly-evolved rodent and sends it to attack his wife's lover.",,
06/13/1974,105,The House of the Seven Gables,https://www.cbsrmt.com/episode/105-the-house-of-the-seven-gables.html,"A fresh take on Nathaniel Hawthorne's classic tale of tragedy shadowing the lives of the manor residents, and the curse visited upon them.",,
06/17/1974,106,Three Times Dead,https://www.cbsrmt.com/episode/106-three-times-dead.html,A store-keeper shows his gratitude to the police officer that saves them by giving his wife a magical figurine able to grant three boons.,,
06/18/1974,107,Dr. Jekyll and Mr. Hyde,https://www.cbsrmt.com/episode/107-dr-jekyll-and-mr-hyde.html,An unforeseen accident gives birth to the evil alter ego of the doctor in charge of the experiment.,,
06/20/1974,108,The Secret Doctrine,https://www.cbsrmt.com/episode/108-the-secret-doctrine.html,"After suffering a devastating rejection at the hands of her favorite actor, an obsessed fan directs her violent rage against her former idol.",,
06/24/1974,109,Escape! Escape!,https://www.cbsrmt.com/episode/109-escape-escape.html,Two prisoners escape from detention with the help of a young woman. Trouble begins when they take refuge in a seemingly abandoned house in the woods.,,
06/25/1974,110,Where Fear Begins,https://www.cbsrmt.com/episode/110-where-fear-begins.html,The strange circumstances surrounding her sister's death prompt a young woman to dig deeper. She soon learns that the medication her sibling was taking was prescribed by a mysterious doctor.,,
06/27/1974,111,Yesterday's Murder,https://www.cbsrmt.com/episode/111-yesterday-s-murder.html,"Determined to change her fate, a woman is granted the chance to go back in time to set her life in order.",,
07/01/1974,112,Hurricane,https://www.cbsrmt.com/episode/112-hurricane.html,"A couple take refuge from a storm in a secluded beach house, only to find themselves in the company of two strangers.",,
07/03/1974,113,The Secret Life of Bobby Deland,https://www.cbsrmt.com/episode/113-the-secret-life-of-bobby-deland.html,"A couple suffering from the death of their only child take in a young waif to fill the void in their lives. At first the orphan helps alleviate the woman's migraines however, he later repays their kindness by robbing them blind.",,
07/04/1974,114,The Young Die Good,https://www.cbsrmt.com/episode/114-the-young-die-good.html,"The relationship of a married couple is tested when they transfer next to a strange house and its mysterious resident. The wife sees her as a frail old lady, while her husband sees a beautiful temptress and their clashing views put a strain on their marriage.",,
07/08/1974,115,Too Many Women Can Kill You,https://www.cbsrmt.com/episode/115-too-many-women-can-kill-you.html,An ambitious maid blackmails her employer after witnessing him murder his wife. The man is plagued by the women in his life when even the spirit of his deceased spouse begins to torment him at night.,,
07/09/1974,116,And Death Makes Even Steven,https://www.cbsrmt.com/episode/116-and-death-makes-even-steven.html,"In order to seize control of his father's wealth, a slighted brother plans the murder of his twin whom he believes robbed him of his fortune.",,
07/11/1974,117,The Devil-God,https://www.cbsrmt.com/episode/117-the-devil-god.html,"After inheriting a sprawling ranch, a young couple discover that the estate is home to a wild and beautiful Palomino stallion. What they don't know is that the horse belongs to a powerful deity who is angered by their attempts to claim the steed as their own.",,
07/15/1974,118,The Canterville Ghost,https://www.cbsrmt.com/episode/118-the-canterville-ghost.html,"In this classic tale by Oscar Wilde, a spirit repeatedly attempts to drive away the new owners of his castle and instead, becomes a source of hilarity and amusement.",,
07/17/1974,119,The Real Printer's Devil,https://www.cbsrmt.com/episode/119-the-real-printer-s-devil.html,A young couple are delighted to find an inexpensive apartment in Central Park West. Little do they know that their new home is already occupied by an invisible guest.,,
07/18/1974,120,The Dream Woman,https://www.cbsrmt.com/episode/120-the-dream-woman.html,"Convinced that a woman he met at the local bar is his soul mate, a man abandons his faithful and loyal wife in order to pursue her. He is soon plagued by visions of his death at his new lover's hands.",,
07/22/1974,121,The Deadly Process,https://www.cbsrmt.com/episode/121-the-deadly-process.html,"In order to save his job and further his career, an unskilled engineer pilfers the secret to a revolutionary process from an old friend. Now he must lie, cheat and bribe his way through life in a desperate bid to keep his new-found status.",,
07/23/1974,122,Adam's Astral Self,https://www.cbsrmt.com/episode/122-adam-s-astral-self.html,"The ability to project his spiritual self to other places while asleep annoys Adam Farr's wife to no end. When she finally leaves him, he comes up with the perfect plan to woo her.",,
07/25/1974,123,My Sister -- Death,https://www.cbsrmt.com/episode/123-my-sister-death.html,A twisted and humorous tale about a woman's attempts to drive her sister to madness.,,
07/29/1974,124,Ghost at High Noon,https://www.cbsrmt.com/episode/124-ghost-at-high-noon.html,"While on a road trip, two women experience car trouble in the middle of the desert. A strange old man driving an outdated wagon assists them and takes them to the nearest town. The women become suspicious and disturbed when they realize that the townsfolk do not seem to hear them.",,
07/31/1974,125,The Only Blood,https://www.cbsrmt.com/episode/125-the-only-blood.html,"After refusing to pay blood money to the local mafia, an immigrant shoe-maker becomes the target of their ire. Angered by their misdeeds, the man hatches a plot for revenge. Meanwhile, the mob leader is torn between business and his daughter's love.",,
08/01/1974,126,The Hit Man,https://www.cbsrmt.com/episode/126-the-hit-man.html,A chance meeting with the wife of his next victim changes the mindset of a hired gun.,,
08/05/1974,127,I Thought You Were Dead,https://www.cbsrmt.com/episode/127-i-thought-you-were-dead.html,"After murdering her husband and partner, an authoress begins to get phone calls from her deceased spouse. She is tormented by his reminders about who possesses the real talent between them.",,
08/06/1974,128,The Headstrong Corpse,https://www.cbsrmt.com/episode/128-the-headstrong-corpse.html,"After his death, Lord Berly of Moreland is kept in an open crypt by his physicians in deference to his fear of being buried alive. When his body mysteriously vanishes, murder and mayhem become the key facets in this Gothic thriller set in 1874.",,
08/07/1974,129,The Picture of Dorian Gray,https://www.cbsrmt.com/episode/129-the-picture-of-dorian-gray.html,"In exchange for eternal youth, a man makes a deal with the devil and gives up his soul. As he is consumed by evil, his portrait changes to mirror the abomination he has become.",,
08/08/1974,130,You Only Die Once,https://www.cbsrmt.com/episode/130-you-only-die-once.html,"After being widowed, Marge Miller found love in the arms of her new husband. Her peaceful life is threatened when her ex comes back from the dead demanding his share of the insurance money she received for his death.",,
08/12/1974,131,The Beach of Falesa,https://www.cbsrmt.com/episode/131-the-beach-of-falesa.html,"An island merchant is cast out of his village after marrying a local woman in defiance of their faith. In order to restore his family's pride and reclaim his trade, he must go against a shrewd and highly competitive business rival.",,
08/13/1974,132,The Frontiers of Fear,https://www.cbsrmt.com/episode/132-the-frontiers-of-fear.html,A defeated man buys an ancient typewriter from a pawn shop. The typewriter reveals itself to be like the Goose that lays golden eggs. But gold might not be the only thing it has to offer. What if it is blood?,,
